Total Population,Total Citizen Income,Hispanic or Latino,Total Citizen Educated in US,Total Households,White Race,Total Families,Citizen College Degree,Citizen Some College  Education,Citizen Income over 75000,Citizen High School  Graduate,Citizen No Income,Pacific Islander Race,Citizen Graduate or Professional Degree,Citizen Income 1-9999,Citizen Less than High School  Education,Citizen Income 15000-24999,Citizen Income 15000-24999,Citizen Income 35000-49999,Case Rate Categories
1781642,1545676,1302432,1310623,604204,46428,429545,351778,298091,417461,193771,241162,220806,303823,203327,163160,152965,152965,140747,1
262382,228191,178290,177627,94355,2766,55418,41971,55291,39144,27591,30849,43376,28636,38657,24138,29660,29660,22414,1
177223,146974,162345,125093,70346,1548,39652,17495,54537,14316,32185,20002,4501,9220,24358,11656,21970,21970,16116,1
3240,2505,2971,2313,1482,6,552,344,1066,365,588,242,75,151,281,164,473,473,320,1
44900,36288,40285,31749,19505,571,9325,4777,13186,2729,7966,3951,1491,2427,6920,3393,5882,5882,4000,1
413344,353122,313988,295232,141758,60750,101535,52721,114343,55184,68760,52499,43236,22756,55130,36652,41926,41926,41830,1
483878,416880,363448,355303,185825,7610,106471,77016,123283,71545,68000,46835,56966,43246,57729,43758,54162,54162,49876,1
514453,414087,298795,336086,165180,14721,147158,38138,110302,40570,94817,73912,99210,18064,69830,74765,56586,56586,44023,2
94737,74691,67486,61768,31437,1919,26112,7398,22375,7580,15390,11597,14463,3419,13545,13186,10987,10987,7412,1
63463,50692,49557,43113,23767,406,16160,4202,16070,4088,13966,7495,6258,1993,8859,6882,8681,8681,4916,1
13786,11314,12827,10098,6083,59,2520,1556,3880,797,3219,1247,217,410,2188,1033,2056,2056,1181,1
442179,338343,174114,266582,130352,7196,144124,24752,77226,23746,68866,70395,128263,12139,64495,83599,49396,49396,31426,2
55365,46422,49447,40935,22156,1143,9682,5362,16767,5821,11949,6344,2238,3058,7640,3799,6202,6202,5279,1
823318,681292,491751,562386,266920,15163,211915,114671,182707,121871,106376,101333,140253,68588,93050,90044,90862,90862,68665,2
200849,174688,139896,124232,70872,5208,45631,25761,33153,25375,23432,30385,27882,24644,33557,17242,20477,20477,16548,1
72155,57147,54104,46582,24307,2361,20990,5573,19195,4984,11443,9076,8545,2055,8739,8316,8610,8610,6544,1
441603,374378,273725,310590,153764,13539,126123,48993,97054,40534,87917,48549,64327,22620,54811,54006,49560,49560,54644,3
15445,12945,8335,9411,5995,172,3828,1542,2987,510,2367,1762,2449,927,3556,1588,1730,1730,1311,3
572003,499557,466481,421551,224011,58107,147324,112863,126608,81404,87155,57543,39049,62403,64602,32522,63061,63061,69192,3
12084,10725,9936,9489,5267,37,2408,2312,2869,1024,2210,804,948,1196,1440,902,2289,2289,1591,1
3788,2980,3440,2608,1685,24,814,416,976,162,695,300,142,142,622,379,539,539,297,2
6499,5065,4514,4572,1832,496,1096,319,1304,146,2110,1494,506,150,1492,689,510,510,342,1
294567,264762,255291,205757,119300,2532,62754,67026,44916,55353,25498,26311,13127,57193,48091,11124,29307,29307,28594,2
55889,51453,49673,44055,21414,587,14652,14915,12258,12087,6410,4685,1848,8626,6407,1846,5552,5552,6973,2
17809,16431,16131,14907,7601,275,2988,2983,4813,1610,4016,1802,345,1840,2915,1255,2371,2371,2066,2
1836,1570,1658,1325,786,7,450,247,473,142,434,231,75,43,226,128,180,180,195,2
9088,8033,8659,7106,4208,56,1571,2134,2199,1426,1459,630,86,1166,989,148,842,842,1160,1
8256,6334,3636,5278,3118,27,2336,741,1870,280,1602,809,1390,272,1532,793,931,931,629,1
3524,3088,1197,2650,1550,24,736,266,842,159,668,392,803,287,798,587,528,528,301,2
5823,4909,4137,3926,1306,559,789,202,1297,127,1716,1145,456,117,1661,594,582,582,348,3
4255,3925,4055,3546,1925,44,730,831,1432,299,709,355,39,349,728,225,807,807,513,1
30952,25204,26607,21983,12703,160,6851,2782,7016,2179,8267,3995,1862,1482,4701,2436,3652,3652,2700,2
600158,558377,409193,483128,263107,61435,128766,137052,109198,95402,84948,61539,71191,87574,72963,64356,69730,69730,76481,3
2064,1387,1982,1312,899,4,462,179,437,89,495,134,26,81,237,120,214,214,194,0
285465,247774,264073,209032,102018,3476,87012,78801,57980,73420,25490,29462,4894,42375,31261,4386,20524,20524,24560,2
52197,43558,36508,37519,19236,359,12800,12498,10348,7015,6441,3376,6443,4439,4316,3793,5871,5871,6519,3
23086,20258,21852,17308,8380,164,5854,4205,6256,4518,4363,2415,272,1852,2309,632,2309,2309,2344,2
622263,535135,528598,432176,235959,38492,162676,97863,157001,74302,86821,63563,30539,63240,83825,27251,68122,68122,71281,2
46824,40603,41054,36356,16582,1843,8211,3885,12253,2204,14192,9675,761,2316,8719,3710,5260,5260,4422,1
56389,45359,40411,38287,20359,385,15216,7509,11010,5883,10908,5644,7122,4062,5523,4798,5965,5965,7347,2
5441,4907,5174,4492,2460,28,959,1089,1743,892,1017,352,31,554,436,89,675,675,784,1
14843,12654,13727,11139,6469,57,3018,3212,3294,1477,3064,787,462,1061,1644,508,1968,1968,2265,1
15324,13806,14069,10354,6516,48,2780,4036,2552,1145,1792,879,510,1527,2936,447,2123,2123,2052,3
843,723,819,664,362,3,168,211,208,64,137,71,11,60,119,48,126,126,109,2
6711,5630,4343,5142,3137,35,1188,777,2071,364,1367,494,604,438,1019,489,905,905,817,1
1394,1109,1244,993,649,0,260,138,338,80,343,136,70,26,124,148,253,253,179,0
534543,468640,458098,402392,218160,5667,119090,109340,122509,88814,83488,44308,22425,64210,60760,22845,55924,55924,65171,2
1398,1050,1320,911,619,4,314,134,305,87,373,67,20,57,187,42,249,249,156,0
8270,6348,6696,5572,3038,225,1839,595,1762,495,2190,883,514,287,1198,738,1034,1034,774,2
7310,6460,4452,5420,2953,27,1822,1298,1204,582,1811,738,988,391,861,716,796,796,1306,2
51334,45692,45278,38496,21100,204,10512,10263,12483,6180,7556,3955,1680,6341,7162,1853,6264,6264,6465,1
299630,275016,268002,215266,120295,2500,64057,59389,65386,39618,41946,26253,9728,39410,49233,9135,36570,36570,35081,2
15507,12031,9061,10322,6384,218,3241,1319,3956,803,2972,1624,1299,764,2257,1311,2037,2037,1438,1
5467,4605,4784,4057,1948,290,1120,386,865,223,2160,1642,109,151,1078,495,409,409,315,1
22709,18040,19158,14592,8047,900,4542,1927,5432,1123,4639,1795,845,849,3836,1745,2562,2562,2663,5
146723,121340,127171,101365,58095,935,34517,18357,35223,11576,28686,12341,7878,9169,23234,9930,18398,18398,15282,1
712,761,691,726,355,2,101,177,281,83,134,30,2,108,109,26,153,153,109,2
13795,10330,11810,8853,5465,42,3733,1055,2912,1118,3549,1307,819,464,1585,873,1746,1746,1068,1
25535,20945,22717,18102,10541,58,5999,3149,5906,1564,5315,2096,836,1923,3910,1809,3531,3531,2750,2
41276,33429,33149,28958,16484,162,10179,4533,9380,2401,9688,3723,3584,2257,6098,3100,5612,5612,4124,2
28159,21930,18653,18183,10294,808,7875,1967,5851,1564,5672,2610,3920,1153,3651,3540,3298,3298,3149,4
18831,14732,11235,12283,7729,143,4660,1412,4844,602,3459,1881,2690,767,3391,1801,2478,2478,1684,1
4436,4110,4240,3748,2022,7,797,1092,1170,537,651,382,45,760,517,75,642,642,574,2
16206,14627,15423,13259,7174,69,3108,2682,5127,2088,3867,1098,145,1100,1882,483,2354,2354,2259,1
4442,3377,3612,2910,1819,18,1122,439,1053,329,916,277,352,191,725,311,386,386,534,2
17148,15388,15587,13579,8152,93,2999,5933,2680,2963,1945,1175,522,2382,1374,639,1630,1630,2736,2
12551,9535,8134,7831,4935,64,3404,870,3094,608,2017,1117,1848,385,1787,1465,1723,1723,1330,1
159063,132235,93252,110442,62972,3222,38915,15277,42006,9143,32041,18119,19285,8731,25973,12387,20547,20547,15804,2
6666,5206,6001,4260,2647,50,1621,576,1645,674,1390,685,249,316,782,333,694,694,613,1
11982,9222,6896,7804,4779,43,3025,1175,2450,529,2203,884,1908,671,1979,1305,1463,1463,945,2
23509,20712,21909,17841,9892,99,4909,6090,4248,2972,3685,1607,488,3119,2853,699,2999,2999,3523,2
6108,5165,3656,4551,2640,14,1416,774,1195,324,1286,618,736,410,1219,886,810,810,480,4
699,491,615,433,344,0,128,109,127,51,162,22,26,20,67,15,103,103,53,2
7359,6578,6729,5843,3454,29,1447,2278,1491,851,815,391,249,883,803,376,1048,1048,960,2
2379,1926,2090,1656,1093,8,460,223,662,111,497,163,111,121,308,153,355,355,217,0
27994,25714,24005,22379,11754,230,4884,7963,5727,3283,4476,1554,1842,2731,2739,1482,3864,3864,4365,3
23350,20398,22056,17929,9805,110,4780,3780,6368,2949,4562,1700,256,2342,3009,877,2521,2521,2821,1
4814,3933,4407,3377,1980,30,1125,428,1426,312,1157,443,102,131,650,235,676,676,531,3
252825,221197,181145,181832,89349,2473,70401,33853,60802,27593,49614,29039,27271,15194,35019,22369,27229,27229,29450,3
10043,7733,7955,6649,3952,18,2647,924,2129,523,2150,750,980,473,1414,973,1081,1081,1128,2
916829,768497,761804,642401,335545,99317,227019,165926,134711,181855,141048,100630,62474,132570,110434,68146,90878,90878,77529,4
894014,741026,757231,622863,350854,119191,204043,132166,154982,132013,169040,88372,63058,100525,104860,66150,88907,88907,92148,3
189927,156568,181392,135410,76640,2558,40952,27496,37873,28746,39337,14209,2708,19868,19212,10836,20134,20134,20316,2
165676,139498,157842,118781,67202,7727,35098,27082,30873,30470,32362,13186,2154,21324,18542,7140,15068,15068,17020,2
862477,716506,732734,595779,334502,109850,192974,111795,146901,114031,182609,87146,51981,94583,106764,59891,90295,90295,86952,3
274055,226710,250841,188628,107057,16025,59599,34115,54405,38854,56761,21411,8722,28033,33942,15314,29131,29131,28040,2
152691,129730,146089,95679,54477,5011,30884,21525,26080,24162,25979,13077,2367,16479,25393,5616,13644,13644,14173,2
118428,97388,107077,80756,44810,2617,26446,11950,25191,11192,26446,9172,5002,7762,15716,9407,14418,14418,12273,2
162310,139361,152964,114160,60278,38913,40379,16509,35143,12907,37753,16517,3235,10328,22999,14427,18870,18870,19410,3
538479,454305,491558,377959,202651,127786,125079,77875,96770,72858,112114,64821,19115,57022,66082,34178,52128,52128,55366,3
197145,180760,180191,159421,79368,25115,40307,23094,45079,20137,53268,17757,8169,16941,26044,21039,28335,28335,25729,4
247336,220605,226584,156332,100516,50282,44285,32960,44781,20324,34600,40122,4211,31710,44765,12281,30752,30752,24252,2
27115,22049,26595,18290,8772,3680,7047,1689,5395,1613,7610,4466,111,706,3860,2890,3119,3119,2682,1
168852,147505,160745,125643,68438,18180,37076,18081,45059,13303,38862,16945,2039,10004,25731,13637,23764,23764,18315,1
28520,22187,27500,19351,9479,5823,5635,1480,5742,905,7371,5497,189,536,3305,4222,2647,2647,2587,1
543376,481983,499433,418908,229692,54799,107686,73154,145967,51915,119517,64566,9299,45707,72428,34563,78136,78136,56988,1
1748066,1555595,1309819,1327173,686047,467519,391349,266661,396596,177705,361416,242539,64694,151191,230883,151309,227791,227791,190072,2
14625,12124,13870,10281,5061,2011,3132,755,2825,289,4154,3429,198,227,1969,2320,1970,1970,1279,2
159978,155406,150765,141419,73370,9089,22878,19864,47152,12956,48525,17596,1767,11779,24723,14099,28278,28278,18357,2
141236,124198,134652,112033,63304,3987,22394,12905,35524,7394,42369,14573,1106,7089,21630,14146,23949,23949,14304,1
190865,163951,176256,137354,68792,18831,50170,22532,49694,18095,42925,24167,3645,10024,24371,12179,23005,23005,22311,2
321520,303964,238343,268314,133179,21087,62647,55109,67570,46395,70815,35242,19920,38621,43274,36199,48036,48036,34989,3
67531,56054,64255,47213,24941,11818,15193,5077,16295,3605,17050,10479,787,2674,9104,6117,8846,8846,6644,2
34862,29794,24437,25193,11445,4431,7835,2002,4685,932,10173,7347,6178,893,4602,7440,6099,6099,2811,3
16422,13756,15910,12309,6316,1386,3144,782,3212,526,5404,3029,87,344,2450,2567,2159,2159,1464,2
864263,736917,798865,617788,342450,255018,203514,120073,202562,74810,172339,101961,18427,57048,111125,65766,107661,107661,102620,2
297619,255411,283558,206004,116238,68282,64154,35438,76846,19422,56231,30798,3740,18027,44004,19462,43866,43866,32884,2
95696,89880,87445,79267,39186,10884,19036,11826,27641,6541,26556,12579,1544,6860,13532,6384,16155,16155,11120,2
11549,10059,11020,8891,4254,1589,1970,994,2327,705,3267,2505,133,645,1386,1658,1446,1446,1057,1
46389,37419,41970,31955,16952,25996,11205,3391,8682,1617,11578,8318,2757,1806,5982,6498,5699,5699,4597,2
16939,14513,16094,11602,6121,897,3631,985,3733,724,4631,2864,242,451,2097,1802,2802,2802,1843,2
12884,11337,10164,9894,4533,1588,2417,745,2298,565,3912,2412,1280,332,2233,2607,2205,2205,1161,3
15863,14007,15185,12127,5335,2962,2574,1527,3539,939,4441,3334,119,722,2072,1898,1992,1992,1629,1
14799,11992,13493,9895,4617,5102,2913,737,2386,340,4069,4271,420,272,1918,2431,1507,1507,735,4
27731,21279,15836,17288,8245,1936,7675,1210,3027,987,7595,5447,4754,609,3254,4847,3949,3949,1963,3
39140,30209,19897,24397,12025,5261,10886,1298,5777,1342,8056,5623,8421,763,6415,8503,5464,5464,2668,4
172778,152052,154982,133405,71745,8816,34158,15106,45296,9046,49005,20078,3318,7674,25023,16324,27854,27854,19388,1
98786,85587,81629,76171,42604,9263,17972,8281,22938,4140,27985,10494,5401,4772,16852,12195,17165,17165,8666,2
1229226,1092115,922591,912588,474030,205073,294208,186135,264838,127707,248025,156651,61554,105477,166539,108113,160092,160092,135324,2
19927,16358,19483,13927,7354,1147,4282,1121,3565,645,5440,3937,74,479,2989,3322,2293,2293,1762,1
138028,127348,122563,112585,60176,12397,25952,19263,33505,13348,34743,14765,4909,12067,20249,13007,22435,22435,14356,2
49746,41064,47603,35379,17417,13231,9907,2813,10616,1421,12611,10299,596,2142,6745,7197,6261,6261,4231,2
14761,12156,14215,10932,5646,5340,2748,1390,2934,739,3597,3191,221,923,1840,2088,1381,1381,1485,2
8870,7175,7794,6159,2580,1411,1785,420,1321,297,2368,2303,418,440,1272,1610,743,743,888,1
297052,273241,261043,239378,121289,29103,61741,34652,79012,21784,79606,33077,10778,18868,42700,27240,48183,48183,35749,1
618754,594012,505446,521569,259818,51069,120869,89211,152529,58485,160987,76969,30290,52805,87585,66037,99552,99552,70870,2
275487,241171,260126,167484,110945,83520,53973,42853,48655,25113,31189,34925,3397,33380,48309,11407,29964,29964,31521,1
40801,33141,37754,28851,16404,3832,8629,2183,8716,1301,11934,4928,879,1262,5756,4756,6400,6400,3905,2
8365,7179,7847,5655,2525,1497,1777,397,1119,273,2762,2536,158,233,1148,1144,785,785,608,5
19224,15598,18325,13354,6985,7460,4187,993,4166,549,5145,4086,302,678,2908,2372,2281,2281,1396,2
322833,306256,274878,268791,135729,28230,66283,47990,78466,31938,82335,37723,17260,30186,43788,29814,52073,52073,37853,2
331298,290481,295161,255204,137726,40828,64181,32915,77728,17710,94296,42434,9512,16497,47337,33768,55182,55182,34865,1
146318,134718,128437,119437,63899,7842,25746,23988,38168,18688,31090,16622,5968,14595,18393,11596,22179,22179,16552,3
2496435,2244042,872576,1906299,867352,472976,545728,339002,476331,185485,537439,431785,79351,191194,405129,362333,347949,347949,220347,3
73090,67014,58019,59730,32629,4194,11001,11850,18895,9412,16597,6716,1011,7142,9000,5246,9481,9481,9757,1
73314,65447,70934,56914,28794,4668,15919,9931,17750,8967,18782,8060,685,5528,9812,4923,9175,9175,7565,1
180822,160502,168526,134736,72379,16797,40388,25077,49298,20836,34037,18746,3592,15035,24070,11289,24166,24166,20007,2
39996,32974,30435,27884,14013,3203,9584,2200,6853,1313,10700,7805,4273,862,5067,7269,5865,5865,3361,2
1145956,1047999,837712,853821,421847,238241,270147,187206,259147,101526,214138,174513,77216,92344,157534,100986,163942,163942,122710,2
268685,258601,146539,212567,90603,30369,70416,28215,74007,12735,68481,45670,27623,12176,44156,29688,46795,46795,28491,2
1320134,1198342,1069311,1037150,544227,228690,268884,225909,293782,163811,258726,159471,53138,134837,172578,123896,183744,183744,139343,2
464697,414467,410161,360564,189612,20700,98573,54229,118749,36602,119260,58681,12054,27566,61257,40760,69845,69845,50012,1
916542,818616,843301,722933,415876,94745,162888,141166,232382,89705,206075,94808,18039,76099,117345,67211,131774,131774,107748,2
602095,530507,495563,448680,227485,88833,141736,58147,131617,32560,159148,93815,32847,29258,79860,70510,89645,89645,67624,2
74364,59348,67658,51221,29409,12030,16785,4042,13783,2529,20565,9950,2705,2358,11989,10473,10333,10333,5809,2
190039,186033,180067,159705,75338,10684,43851,43552,48202,34589,33987,25820,1576,25069,25238,8895,22551,22551,21488,1
277789,248437,231794,214460,108523,53036,62008,27447,69948,17912,72836,37834,12512,14535,40098,29694,41562,41562,30633,2
151372,136139,144865,115208,56910,8205,36209,20652,41945,15789,31250,21168,1463,10595,21258,10766,18190,18190,16070,2
379448,356302,349415,321126,175746,17815,59735,64876,93439,46561,94898,33967,7556,43904,47772,24009,56905,56905,46423,2
422718,371102,350261,313146,164706,47107,97181,79651,108480,48547,68552,58009,15421,38030,53340,18433,50594,50594,46094,2
93420,109591,87838,104244,41361,9022,8512,18855,31877,11436,31411,11818,1437,13373,16316,8728,20031,20031,13396,2
41551,35747,37955,30583,15953,4754,9449,2955,8184,1846,12148,6038,1271,1242,5785,6054,6345,6345,3604,2
22570,18666,21793,16155,7920,4669,4445,953,4578,764,6878,5284,205,437,3473,3309,2521,2521,1698,2
15535,12910,14792,11304,4048,3449,3010,723,3387,354,4257,5441,113,214,2090,2723,1334,1334,1043,2
494593,442268,439376,381262,208236,51791,93273,56598,129181,32326,126013,66045,14487,29918,67265,39552,78277,78277,52308,2
30776,26231,29760,22804,10490,4464,6925,2733,7666,1541,8248,6298,148,1315,3178,2842,2824,2824,3981,1
55043,52541,52122,46316,22301,3178,11330,8178,15114,5692,12289,7000,1169,4203,8326,6532,8343,8343,5694,2
24896,20479,24163,17464,8864,3745,5270,1251,4910,1002,7169,4783,149,722,4139,3412,2701,2701,1854,2
18236,14586,16532,12366,6969,3392,4694,819,2904,843,4961,2384,1047,606,3176,3076,2336,2336,1444,3
8375,6257,6336,5242,2983,1453,2430,252,1131,281,2103,1121,1485,176,1282,1580,1032,1032,516,3
11096,8805,10305,7454,4214,1704,2826,535,2185,458,3082,1499,456,344,1545,1308,1526,1526,939,4
3451,2739,3306,2308,1372,1613,801,138,676,189,861,661,85,117,337,516,431,431,326,3
45720,38207,44801,28061,16788,18965,9351,3013,7371,1881,10206,8275,379,2426,7778,5045,5464,5464,3602,3
18395,14920,17354,12610,6700,427,4643,923,2929,588,5273,2438,606,580,2689,2905,2884,2884,1621,2
69367,58089,63330,48812,23971,7889,19589,5756,15540,3978,16651,8923,2601,2665,8938,8200,8490,8490,7566,2
100157,81477,92467,68263,35782,10178,26800,8715,19788,6642,23464,12167,3853,4513,13105,11783,12131,12131,10137,2
17634,13552,16608,11412,6794,6104,4668,709,3157,353,4959,2784,665,459,2602,2128,1878,1878,1587,2
19286,15255,18401,12923,7443,2063,4939,943,3494,520,5337,3248,510,571,2489,2578,2397,2397,1715,2
155547,121822,151158,99658,60295,81116,40119,14848,27422,10069,32104,21280,2014,10416,25385,14868,16240,16240,13153,2
13063,10602,12762,8035,4660,3564,2949,748,2043,513,3397,2822,94,633,1810,1214,1441,1441,873,2
18411,14712,18068,12397,6885,538,4893,543,3172,663,5982,2697,123,429,2897,2271,2228,2228,1628,2
16243,12882,15390,11034,6457,5729,3850,1056,3226,768,4161,2260,477,442,2288,2149,2356,2356,1325,2
30233,26515,28897,21990,10738,4286,8857,4517,7137,4366,5844,4078,326,2617,4460,1875,3053,3053,2910,2
70217,61298,67778,40497,25575,19409,14393,6282,12796,3930,11028,11657,1165,5007,15914,5384,7066,7066,5722,1
23316,17663,22699,14663,8533,11533,6585,1046,4586,1148,5430,3679,260,669,3092,2932,2451,2451,1616,2
23655,19409,23058,16454,7881,6469,5325,1169,3929,1182,7054,4016,154,563,3891,3739,2452,2452,1920,3
6694,5513,6432,4864,2002,4105,1320,290,1204,142,1950,2237,141,169,827,1251,686,686,379,4
50513,41319,47923,32402,18047,9799,13652,4836,11907,4434,10108,6108,567,2810,5843,2741,6615,6615,5123,1
10998,8589,9771,7228,4041,2683,2819,681,1884,433,2545,1498,877,361,2181,1757,1336,1336,700,1
110527,91842,103727,71749,39187,20089,28124,8691,20384,5857,24779,14248,3121,5377,18058,12518,14252,14252,10493,2
63942,53301,62473,45081,24475,1392,15940,6169,15440,4323,14487,5863,621,2965,8590,6020,8470,8470,6963,2
12171,10800,11861,8975,3927,3464,2642,250,2352,440,3809,2254,39,520,1710,2044,1533,1533,1315,2
265128,232259,250758,189667,103038,106392,60007,38595,60641,25765,45712,31351,5771,24463,41093,20256,33197,33197,29183,2
11267,8847,9869,4948,2686,2123,3053,1224,1653,551,1303,1104,494,409,1295,359,1883,1883,921,5
26015,20207,24972,17190,9548,2899,5858,1015,4137,637,6680,4689,672,720,3283,4638,2914,2914,2181,1
214346,185905,193780,156284,75936,12117,58920,38336,48752,30609,37466,26160,7735,17427,25477,14303,23122,23122,21884,2
116714,105061,104522,68176,45414,30988,20423,14124,16535,7118,14411,18137,5763,14015,28265,9091,14284,14284,9032,2
3183,2438,3157,2063,1331,1923,717,61,601,51,922,513,4,122,617,357,481,481,126,4
259424,209261,223977,168512,90633,171480,74979,21663,53768,9006,55781,35844,18376,10490,35585,26810,33680,33680,27480,2
6798,5256,6562,4475,2572,1886,1843,335,1214,182,1530,1316,176,214,966,1182,897,897,541,3
688078,589498,603748,490883,260056,171774,176487,145159,131573,104357,92922,82632,36301,78193,81073,43036,71394,71394,70129,2
42356,34274,38004,27849,14817,11283,11101,2373,7270,1749,10618,8441,2675,1549,5922,6039,5659,5659,3039,3
45498,35645,37735,29544,16317,10210,12584,2089,6584,1906,11304,6338,4668,1616,6846,7951,7071,7071,3517,3
124053,113228,117878,94536,44898,18439,33810,20098,31380,17514,23361,18200,1903,12419,17012,7278,12311,12311,13743,2
17212,13478,16188,11247,6339,4704,4682,1048,3001,529,4190,2736,589,617,2447,2391,2076,2076,1397,2
127317,109139,118824,91386,45673,22029,34832,18032,27380,15318,27383,15764,3676,8504,15361,10087,14444,14444,13025,2
12630,10168,12329,8781,4822,2818,2868,652,3009,464,3246,1754,127,507,1913,1367,1619,1619,1248,2
23439,18331,22691,15148,9079,10079,6122,1286,4060,1026,6134,3131,420,775,4140,2893,2773,2773,2019,3
16633,13721,16341,11143,6291,145,3586,1013,3458,898,3806,1725,96,539,2839,2327,2109,2109,1389,2
22330,19346,21410,16644,8433,105,5083,3226,4517,2455,4764,2881,354,1947,2866,2190,2593,2593,2202,2
27842,21487,26438,17863,10390,11438,7082,1447,5345,1141,6393,5305,703,1211,3549,3467,3001,3001,2378,3
691893,588708,624069,497255,271809,375725,165136,121254,126662,81306,104886,82507,31253,88288,89883,56165,81732,81732,69971,2
